stateCode,state,city,name,code,latitude,longitude
TX,TEXAS,COLLEGE STATION,EASTERWOOD FIELD,'CLL,30-35-16.9508N,096-21-45.1600W
TX,TEXAS,CORPUS CHRISTI,CORPUS CHRISTI INTL,'CRP,27-46-19.9000N,097-30-08.7000W
TX,TEXAS,DALLAS,DALLAS LOVE FIELD,'DAL,32-50-45.4010N,096-51-03.1560W
TX,TEXAS,DALLAS-FORT WORTH,DALLAS-FORT WORTH INTL,'DFW,32-53-50.0336N,097-02-15.7018W
TX,TEXAS,DEL RIO,DEL RIO INTL,'DRT,29-22-27.1450N,100-55-37.7650W
TX,TEXAS,EL PASO,EL PASO INTL,'ELP,31-48-26.4000N,106-22-34.9000W
TX,TEXAS,FORT HOOD/KILLEEN,ROBERT GRAY AAF,'GRK,31-04-02.1000N,097-49-44.1000W
TX,TEXAS,FORT WORTH,FORT WORTH ALLIANCE,'AFW,32-59-25.3890N,097-19-09.9860W
TX,TEXAS,FORT WORTH,FORT WORTH MEACHAM INTL,'FTW,32-49-11.1730N,097-21-44.8200W
TX,TEXAS,HARLINGEN,VALLEY INTL,'HRL,26-13-37.6000N,097-39-18.5000W
TX,TEXAS,HOUSTON,ELLINGTON,'EFD,29-36-26.4000N,095-09-31.5000W
TX,TEXAS,HOUSTON,GEORGE BUSH INTERCONTINENTAL/HOUSTON,'IAH,29-59-03.9670N,095-20-29.1930W
TX,TEXAS,HOUSTON,WILLIAM P HOBBY,'HOU,29-38-43.5000N,095-16-44.0000W
TX,TEXAS,LAREDO,LAREDO INTL,'LRD,27-32-39.1000N,099-27-41.7000W
TX,TEXAS,LONGVIEW,EAST TEXAS RGNL,'GGG,32-23-02.4000N,094-42-41.4000W
TX,TEXAS,LUBBOCK,LUBBOCK PRESTON SMITH INTL,'LBB,33-39-49.2000N,101-49-14.0000W
TX,TEXAS,MC ALLEN,MC ALLEN MILLER INTL,'MFE,26-10-33.0000N,098-14-19.0000W
TX,TEXAS,MIDLAND,MIDLAND INTL AIR AND SPACE PORT,'MAF,31-56-33.1000N,102-12-06.9000W
TX,TEXAS,SAN ANGELO,SAN ANGELO RGNL/MATHIS FIELD,'SJT,31-21-27.9000N,100-29-46.7000W
TX,TEXAS,SAN ANTONIO,SAN ANTONIO INTL,'SAT,29-32-02.2488N,098-28-08.6054W
TX,TEXAS,TYLER,TYLER POUNDS RGNL,'TYR,32-21-12.8000N,095-24-10.7000W
TX,TEXAS,VICTORIA,VICTORIA RGNL,'VCT,28-51-09.1650N,096-55-06.5594W
TX,TEXAS,WACO,WACO RGNL,'ACT,31-36-43.9000N,097-13-49.1000W
TX,TEXAS,WICHITA FALLS,SHEPPARD AFB/WICHITA FALLS MUNI,'SPS,33-59-19.6900N,098-29-30.8500W
UT,UTAH,CEDAR CITY,CEDAR CITY RGNL,'CDC,37-42-03.5000N,113-05-55.9000W
UT,UTAH,LOGAN,LOGAN-CACHE,'LGU,41-47-30.4014N,111-51-05.9365W
UT,UTAH,MOAB,CANYONLANDS FIELD,'CNY,38-45-26.9953N,109-45-12.7509W
UT,UTAH,OGDEN,OGDEN-HINCKLEY,'OGD,41-11-44.3969N,112-00-46.5725W
UT,UTAH,PROVO,PROVO MUNI,'PVU,40-13-09.0000N,111-43-24.1000W
UT,UTAH,SALT LAKE CITY,SALT LAKE CITY INTL,'SLC,40-47-18.2160N,111-58-39.9840W
UT,UTAH,ST GEORGE,ST GEORGE RGNL,'SGU,37-02-11.0000N,113-30-37.1000W
UT,UTAH,VERNAL,VERNAL RGNL,'VEL,40-26-09.8809N,109-30-41.1219W
UT,UTAH,WENDOVER,WENDOVER,'ENV,40-43-07.4110N,114-01-43.2250W
VA,VIRGINIA,CHARLOTTESVILLE,CHARLOTTESVILLE-ALBEMARLE,'CHO,38-08-22.7000N,078-27-08.4000W
VA,VIRGINIA,LYNCHBURG,LYNCHBURG RGNL/PRESTON GLENN FLD,'LYH,37-19-31.4000N,079-12-04.4000W
VA,VIRGINIA,NEWPORT NEWS,NEWPORT NEWS/WILLIAMSBURG INTL,'PHF,37-07-54.8000N,076-29-34.7000W
VA,VIRGINIA,NORFOLK,NORFOLK INTL,'ORF,36-53-40.5750N,076-12-04.4250W
VA,VIRGINIA,RICHMOND,RICHMOND INTL,'RIC,37-30-18.6518N,077-19-11.0598W
VA,VIRGINIA,ROANOKE,ROANOKE-BLACKSBURG RGNL/WOODRUM FIELD,'ROA,37-19-31.7000N,079-58-31.5000W
VA,VIRGINIA,STAUNTON/WAYNESBORO/HARRISONBURG,SHENANDOAH VALLEY RGNL,'SHD,38-15-49.8000N,078-53-47.2000W
VI,VIRGIN ISLANDS,CHARLOTTE AMALIE,CYRIL E KING,'STT,18-20-14.3000N,064-58-24.0000W
VI,VIRGIN ISLANDS,CHRISTIANSTED,HENRY E ROHLSEN,'STX,17-42-05.4160N,064-48-06.9945W
VT,VERMONT,BURLINGTON,BURLINGTON INTL,'BTV,44-28-19.0400N,073-09-11.8019W
VT,VERMONT,RUTLAND,RUTLAND - SOUTHERN VERMONT RGNL,'RUT,43-31-47.0286N,072-56-58.6517W
WA,WASHINGTON,BELLINGHAM,BELLINGHAM INTL,'BLI,48-47-33.7000N,122-32-15.1000W
WA,WASHINGTON,EVERETT,SNOHOMISH COUNTY (PAINE FLD),'PAE,47-54-25.2000N,122-16-53.7000W
WA,WASHINGTON,MOSES LAKE,GRANT CO INTL,'MWH,47-12-30.9000N,119-19-08.9000W
WA,WASHINGTON,PASCO,TRI-CITIES,'PSC,46-15-52.9000N,119-07-08.5000W
WA,WASHINGTON,PULLMAN/MOSCOW,PULLMAN/MOSCOW RGNL,'PUW,46-44-37.9000N,117-06-34.5000W
WA,WASHINGTON,SEATTLE,BOEING FIELD/KING COUNTY INTL,'BFI,47-31-47.9000N,122-18-07.0000W
WA,WASHINGTON,SEATTLE,SEATTLE-TACOMA INTL,'SEA,47-26-59.6000N,122-18-42.4000W
WA,WASHINGTON,SPOKANE,SPOKANE INTL,'GEG,47-37-08.5000N,117-32-06.8000W
WA,WASHINGTON,WALLA WALLA,WALLA WALLA RGNL,'ALW,46-05-33.1500N,118-17-02.6970W
WA,WASHINGTON,WENATCHEE,PANGBORN MEMORIAL,'EAT,47-23-55.7000N,120-12-24.6000W
WA,WASHINGTON,YAKIMA,YAKIMA AIR TERMINAL/MCALLISTER FIELD,'YKM,46-34-05.4000N,120-32-38.6000W
WI,WISCONSIN,APPLETON,APPLETON INTL,'ATW,44-15-29.1000N,088-31-08.7000W
WI,WISCONSIN,EAU CLAIRE,CHIPPEWA VALLEY RGNL,'EAU,44-51-56.9000N,091-29-03.3000W
WI,WISCONSIN,GREEN BAY,GREEN BAY-AUSTIN STRAUBEL INTL,'GRB,44-29-04.6810N,088-07-46.9680W
WI,WISCONSIN,JANESVILLE,SOUTHERN WISCONSIN RGNL,'JVL,42-37-12.9000N,089-02-29.6000W
WI,WISCONSIN,LA CROSSE,LA CROSSE RGNL,'LSE,43-52-45.4000N,091-15-23.9000W
WI,WISCONSIN,MADISON,DANE COUNTY RGNL-TRUAX FIELD,'MSN,43-08-23.5649N,089-20-15.0161W
WI,WISCONSIN,MILWAUKEE,GENERAL MITCHELL INTL,'MKE,42-56-49.0000N,087-53-49.4000W
WI,WISCONSIN,MOSINEE,CENTRAL WISCONSIN,'CWA,44-46-39.4452N,089-40-00.4009W
WI,WISCONSIN,RHINELANDER,RHINELANDER-ONEIDA COUNTY,'RHI,45-37-51.2390N,089-27-59.8615W
WV,WEST VIRGINIA,BECKLEY,RALEIGH COUNTY MEMORIAL,'BKW,37-47-14.4000N,081-07-27.0000W
WV,WEST VIRGINIA,CHARLESTON,YEAGER,'CRW,38-22-33.6455N,081-35-34.4144W
WV,WEST VIRGINIA,CLARKSBURG,NORTH CENTRAL WEST VIRGINIA,'CKB,39-17-51.5570N,080-13-39.1150W
WV,WEST VIRGINIA,HUNTINGTON,TRI-STATE/MILTON J FERGUSON FIELD,'HTS,38-22-06.6281N,082-33-37.2968W
WV,WEST VIRGINIA,LEWISBURG,GREENBRIER VALLEY,'LWB,37-51-29.9040N,080-23-58.1370W
WV,WEST VIRGINIA,MORGANTOWN,MORGANTOWN MUNI-WALTER L BILL HART FLD,'MGW,39-38-36.9435N,079-55-03.1691W
WV,WEST VIRGINIA,PARKERSBURG,MID-OHIO VALLEY RGNL,'PKB,39-20-41.8630N,081-26-21.4550W
WY,WYOMING,CASPER,CASPER/NATRONA COUNTY INTL,'CPR,42-54-21.1000N,106-27-49.1000W
WY,WYOMING,CHEYENNE,CHEYENNE RGNL/JERRY OLSON FIELD,'CYS,41-09-20.3000N,104-48-37.7000W
WY,WYOMING,CODY,YELLOWSTONE RGNL,'COD,44-31-12.7000N,109-01-25.7000W
WY,WYOMING,GILLETTE,GILLETTE-CAMPBELL COUNTY,'GCC,44-20-56.1000N,105-32-21.7000W
WY,WYOMING,JACKSON,JACKSON HOLE,'JAC,43-36-26.4000N,110-44-15.9000W
WY,WYOMING,LARAMIE,LARAMIE RGNL,'LAR,41-18-43.4000N,105-40-30.0000W
WY,WYOMING,RIVERTON,RIVERTON RGNL,'RIW,43-03-51.3000N,108-27-35.4000W
WY,WYOMING,ROCK SPRINGS,SOUTHWEST WYOMING RGNL,'RKS,41-35-39.2000N,109-03-54.7000W
WY,WYOMING,SHERIDAN,SHERIDAN COUNTY,'SHR,44-46-09.1000N,106-58-49.0000W
